1.020434900000000056e+01,5.614254199999999884e+01,3.420131330000000000e+08
1.020429799999999965e+01,5.614238999999999891e+01,3.420131340000000000e+08
1.020422800000000052e+01,5.614224699999999757e+01,3.420131350000000000e+08
1.020419000000000054e+01,5.614213500000000323e+01,3.420131360000000000e+08
1.020414000000000065e+01,5.614204999999999757e+01,3.420131370000000000e+08
1.020729399999999920e+01,5.614227999999999952e+01,3.420290360000000000e+08
1.020724700000000063e+01,5.614223100000000244e+01,3.420290370000000000e+08
1.020731999999999928e+01,5.614254900000000248e+01,3.420290380000000000e+08
1.020687900000000070e+01,5.614238699999999938e+01,3.420290390000000000e+08
1.020680399999999999e+01,5.614235200000000248e+01,3.420290400000000000e+08
1.020666199999999968e+01,5.614228599999999858e+01,3.420290410000000000e+08
1.020647499999999930e+01,5.614221100000000320e+01,3.420290420000000000e+08
1.020629100000000022e+01,5.614213699999999818e+01,3.420290430000000000e+08
1.020625399999999949e+01,5.614201599999999814e+01,3.420290440000000000e+08
1.020634300000000039e+01,5.614188000000000045e+01,3.420290450000000000e+08
1.020645700000000033e+01,5.614174400000000276e+01,3.420290460000000000e+08
1.020654000000000039e+01,5.614161800000000113e+01,3.420290470000000000e+08
1.020663500000000035e+01,5.614148200000000344e+01,3.420290480000000000e+08
1.020693900000000021e+01,5.614154700000000275e+01,3.420290490000000000e+08
1.020516899999999971e+01,5.614175199999999677e+01,3.420397590000000000e+08
1.020314699999999952e+01,5.614123299999999972e+01,3.420397600000000000e+08
1.020532700000000048e+01,5.614229900000000129e+01,3.420397670000000000e+08
1.020510799999999918e+01,5.614222500000000338e+01,3.420397690000000000e+08
1.020485700000000051e+01,5.614214599999999677e+01,3.420397710000000000e+08
1.020460899999999960e+01,5.614207199999999887e+01,3.420397730000000000e+08
1.020443399999999912e+01,5.614202000000000226e+01,3.420397750000000000e+08
1.020431899999999992e+01,5.614198999999999984e+01,3.420397760000000000e+08
1.020661300000000082e+01,5.614290600000000353e+01,3.420731410000000000e+08
1.020591499999999918e+01,5.614289500000000288e+01,3.420731430000000000e+08
1.020595499999999944e+01,5.614274699999999996e+01,3.420731440000000000e+08
1.020599299999999943e+01,5.614259400000000255e+01,3.420731450000000000e+08
1.020680699999999952e+01,5.614107599999999820e+01,3.420733350000000000e+08
1.020679699999999990e+01,5.614086900000000213e+01,3.420733360000000000e+08
1.020793199999999956e+01,5.614079999999999870e+01,3.420736440000000000e+08
1.020378469999999993e+01,5.614220040000000012e+01,6.813493260000000000e+08
1.020396880000000017e+01,5.614216449999999980e+01,6.813493360000000000e+08
1.020634399999999964e+01,5.614270199999999988e+01,7.383842320000000000e+08
1.020601100000000017e+01,5.614170399999999717e+01,1.334597058000000000e+09
1.020390369999999969e+01,5.614106029999999947e+01,1.583987280000000000e+09
1.020370639999999973e+01,5.614141779999999926e+01,1.583987291000000000e+09
1.020880430000000061e+01,5.614178869999999932e+01,3.507171777000000000e+09
1.020902620000000027e+01,5.614218329999999924e+01,3.507171784000000000e+09
1.020914840000000012e+01,5.614224080000000328e+01,3.507171788000000000e+09
1.020808569999999982e+01,5.614263280000000123e+01,3.516708418000000000e+09
1.020368050000000082e+01,5.614185439999999971e+01,3.544799316000000000e+09
1.020443200000000061e+01,5.614203700000000197e+01,4.082004259000000000e+09
1.020340129999999945e+01,5.614147640000000195e+01,4.206136853000000000e+09
1.020776930000000071e+01,5.614258559999999676e+01,4.206136867000000000e+09
1.020777750000000061e+01,5.614260600000000068e+01,4.206136869000000000e+09
1.020765609999999946e+01,5.614266109999999799e+01,4.206136871000000000e+09
1.020749759999999995e+01,5.614268239999999821e+01,4.206136875000000000e+09
1.020746719999999996e+01,5.614268520000000251e+01,4.206136877000000000e+09
1.020751899999999956e+01,5.614273140000000240e+01,4.206136884000000000e+09
1.020762900000000073e+01,5.614274340000000052e+01,4.206136885000000000e+09
1.020765160000000016e+01,5.614288899999999671e+01,4.206136892000000000e+09
1.020389010000000063e+01,5.614219119999999918e+01,4.517890469000000000e+09
1.020297979999999960e+01,5.614165299999999803e+01,4.517890470000000000e+09
1.020308870000000034e+01,5.614152670000000001e+01,4.517890471000000000e+09
1.020371330000000043e+01,5.614107450000000199e+01,4.517890472000000000e+09
1.020414230000000089e+01,5.614179659999999927e+01,5.266524331000000000e+09
1.020378099999999932e+01,5.614264099999999758e+01,5.664899186000000000e+09
1.020835600000000021e+01,5.614188699999999699e+01,5.664899338000000000e+09
1.020857499999999973e+01,5.614184699999999850e+01,5.664910959000000000e+09
1.020879200000000075e+01,5.614252599999999660e+01,5.664910983000000000e+09
1.020295300000000083e+01,5.614096700000000340e+01,5.664913804000000000e+09
1.020570700000000031e+01,5.614175199999999677e+01,5.664914509000000000e+09
1.020379400000000025e+01,5.614269000000000176e+01,5.664916023000000000e+09
1.020696200000000076e+01,5.614140600000000347e+01,5.664916696000000000e+09
1.020888500000000043e+01,5.614223199999999991e+01,5.664920301000000000e+09
1.020868800000000043e+01,5.614200499999999749e+01,5.664920488000000000e+09
1.020557799999999915e+01,5.614237700000000331e+01,5.664929968000000000e+09
1.020870399999999911e+01,5.614240000000000208e+01,5.664933267000000000e+09
1.020872999999999919e+01,5.614244099999999804e+01,5.664934160000000000e+09
1.020846799999999988e+01,5.614234100000000183e+01,5.664948558000000000e+09
1.020808120000000052e+01,5.614286059999999878e+01,7.673919533000000000e+09
1.020305549999999961e+01,5.614162869999999828e+01,8.150634640000000000e+09
1.020778119999999944e+01,5.614293959999999828e+01,8.150639094000000000e+09
1.020350460000000048e+01,5.614149830000000208e+01,8.150639098000000000e+09
1.020348989999999922e+01,5.614160940000000011e+01,8.150639099000000000e+09
1.020366089999999915e+01,5.614178160000000162e+01,8.150639100000000000e+09
1.020347980000000021e+01,5.614168599999999998e+01,8.150639109000000000e+09
1.020403319999999958e+01,5.614177440000000274e+01,8.150639139000000000e+09
1.020404030000000084e+01,5.614172119999999921e+01,8.150639140000000000e+09
1.020405820000000041e+01,5.614161980000000085e+01,8.150639141000000000e+09
1.020387460000000068e+01,5.614145760000000251e+01,8.150639146000000000e+09
1.020407660000000050e+01,5.614172860000000043e+01,8.150639152000000000e+09
1.020538290000000003e+01,5.614191910000000263e+01,8.150658371000000000e+09
1.020524870000000028e+01,5.614187499999999886e+01,8.150658372000000000e+09
1.020562020000000025e+01,5.614191459999999978e+01,8.150658373000000000e+09
1.020608690000000074e+01,5.614223369999999846e+01,8.150658374000000000e+09
1.020571950000000072e+01,5.614224709999999874e+01,8.150658375000000000e+09
1.020639539999999990e+01,5.614252659999999651e+01,8.150658376000000000e+09
1.020668910000000018e+01,5.614249740000000344e+01,8.150658377000000000e+09
1.020729389999999981e+01,5.614274619999999771e+01,8.150658378000000000e+09
1.020705659999999959e+01,5.614265809999999846e+01,8.150658379000000000e+09
1.020684600000000053e+01,5.614273430000000076e+01,8.150658380000000000e+09
1.020732070000000036e+01,5.614294950000000028e+01,8.150658381000000000e+09
1.020706930000000057e+01,5.614125940000000270e+01,8.150663243000000000e+09
1.020733949999999979e+01,5.614076769999999783e+01,8.150663248000000000e+09
1.020734889999999950e+01,5.614086710000000124e+01,8.150663249000000000e+09
1.020738109999999921e+01,5.614095230000000214e+01,8.150663250000000000e+09
1.020740259999999999e+01,5.614104789999999667e+01,8.150663251000000000e+09
1.020742800000000017e+01,5.614114649999999784e+01,8.150663252000000000e+09
1.020746019999999987e+01,5.614123399999999720e+01,8.150663253000000000e+09
1.020749509999999916e+01,5.614137070000000307e+01,8.150663254000000000e+09
1.020797649999999912e+01,5.614279710000000279e+01,8.150663256000000000e+09
1.020794169999999923e+01,5.614272530000000216e+01,8.150663257000000000e+09
1.020789740000000023e+01,5.614262219999999814e+01,8.150663258000000000e+09
1.020787329999999926e+01,5.614255119999999977e+01,8.150663259000000000e+09
1.020784650000000049e+01,5.614247799999999700e+01,8.150663260000000000e+09
1.020780889999999985e+01,5.614241530000000324e+01,8.150663261000000000e+09
1.020777939999999973e+01,5.614233229999999963e+01,8.150663262000000000e+09
1.020775259999999918e+01,5.614225160000000159e+01,8.150663263000000000e+09
1.020772440000000003e+01,5.614215599999999995e+01,8.150663264000000000e+09
1.020769089999999935e+01,5.614206029999999714e+01,8.150663265000000000e+09
1.020765470000000086e+01,5.614197819999999695e+01,8.150663266000000000e+09
1.020762919999999951e+01,5.614189970000000329e+01,8.150663267000000000e+09
1.020760639999999952e+01,5.614181380000000132e+01,8.150663268000000000e+09
1.020757560000000019e+01,5.614172109999999805e+01,8.150663269000000000e+09
1.020755139999999983e+01,5.614164120000000224e+01,8.150663270000000000e+09
1.020752859999999984e+01,5.614154630000000168e+01,8.150663271000000000e+09
1.020713839999999983e+01,5.614171069999999730e+01,8.150663273000000000e+09
1.020716250000000080e+01,5.614178760000000068e+01,8.150663274000000000e+09
1.020718399999999981e+01,5.614186459999999812e+01,8.150663275000000000e+09
1.020721879999999970e+01,5.614194679999999948e+01,8.150663276000000000e+09
1.020723890000000011e+01,5.614202149999999847e+01,8.150663277000000000e+09
1.020715180000000011e+01,5.614138640000000180e+01,8.150663278000000000e+09
1.020718399999999981e+01,5.614153060000000295e+01,8.150663279000000000e+09
1.020716119999999982e+01,5.614144840000000158e+01,8.150663280000000000e+09
1.020707130000000085e+01,5.614107700000000278e+01,8.150663281000000000e+09
1.020705120000000043e+01,5.614098359999999843e+01,8.150663282000000000e+09
1.020703110000000002e+01,5.614091419999999744e+01,8.150663283000000000e+09
1.020700290000000088e+01,5.614079679999999684e+01,8.150663284000000000e+09
1.020698409999999967e+01,5.614069899999999791e+01,8.150663285000000000e+09
1.020949369999999945e+01,5.614224200000000309e+01,8.711896075000000000e+09
